Employee ID,StartDate,education,Job Role,EmployeeStatus,EmployeeType,PayZone,EmployeeClassificationType,DepartmentType,Division,State,GenderCode,RaceDesc,MaritalDesc,Performance Score,Current Employee Rating,Engagement Score,Satisfaction Score,Work-Life Balance Score,Training Program Name,Training Type,Training Outcome,Training Months,Training Cost,Age
2057,4/15/2021,Bachelors,Production Technician I,Active,Contract,Zone C,Part-Time,Production       ,Field Operations,Massachusetts,Male,Hispanic,Married,Fully Meets,3,4,1,3,Customer Service,Internal,Failed,3,$605 ,57
2058,4/17/2022,Bachelors,Production Technician I,Active,Full-Time,Zone A,Temporary,Production       ,Field Operations,Massachusetts,Male,White,Divorced,Fully Meets,3,5,5,4,Customer Service,Internal,Passed,1,$338 ,38
2059,7/29/2023,Diplomas,Production Technician I,Terminated,Full-Time,Zone C,Temporary,Production       ,General - Con,Massachusetts,Female,White,Married,Fully Meets,3,4,4,5,Customer Service,External,Completed,3,$969 ,36
2060,1/26/2023,Masters,Production Technician I,Active,Part-Time,Zone C,Part-Time,Production       ,Field Operations,Massachusetts,Female,Asian,Divorced,Fully Meets,3,5,5,5,Project Management,External,Failed,3,$442 ,81
2061,12/12/2018,Doctorate,Production Technician I,Active,Full-Time,Zone A,Full-Time,Production       ,Engineers,Massachusetts,Female,Other,Married,Fully Meets,3,2,4,3,Technical Skills,External,Incomplete,1,$953 ,72
2062,10/25/2018,Post Graduate,Production Technician I,Active,Contract,Zone C,Temporary,Production       ,Project Management - Con,Massachusetts,Female,Hispanic,Single,Fully Meets,3,4,1,2,Project Management,External,Passed,1,$842 ,68
2063,5/20/2021,Diplomas,Production Technician I,Active,Contract,Zone B,Full-Time,Production       ,Aerial,Massachusetts,Female,Hispanic,Married,Fully Meets,3,4,5,3,Technical Skills,External,Failed,5,$334 ,77
2064,8/28/2020,Bachelors,Production Technician I,Active,Part-Time,Zone C,Full-Time,Production       ,Finance & Accounting,Massachusetts,Female,White,Single,Fully Meets,3,1,3,5,Technical Skills,Internal,Passed,2,$343 ,56
2065,5/10/2020,Diplomas,Production Technician II,Active,Contract,Zone C,Full-Time,Production       ,Field Operations,Massachusetts,Female,Other,Single,Fully Meets,3,5,4,4,Leadership Development,Internal,Failed,1,$284 ,48
2066,8/4/2023,Doctorate,Production Technician II,Active,Contract,Zone A,Full-Time,Production       ,Project Management - Con,Massachusetts,Female,Asian,Single,Fully Meets,3,1,5,1,Customer Service,Internal,Passed,5,$107 ,34
2067,4/22/2022,Post Graduate,Production Technician II,Active,Full-Time,Zone C,Part-Time,Production       ,Engineers,Massachusetts,Female,White,Divorced,Fully Meets,3,5,2,1,Leadership Development,External,Failed,4,$321 ,73
2068,6/5/2021,Masters,Production Technician II,Active,Contract,Zone C,Part-Time,Production       ,Field Operations,Massachusetts,Female,White,Divorced,Fully Meets,3,4,3,5,Leadership Development,Internal,Incomplete,3,$671 ,59
2069,6/29/2022,Bachelors,Production Technician II,Active,Full-Time,Zone C,Temporary,Production       ,Wireline Construction,Massachusetts,Female,Other,Widowed,Fully Meets,3,3,1,5,Communication Skills,External,Incomplete,3,$686 ,31
2070,7/2/2022,Bachelors,Production Technician II,Active,Contract,Zone A,Full-Time,Production       ,Field Operations,Massachusetts,Female,White,Divorced,Fully Meets,3,3,4,5,Technical Skills,Internal,Completed,5,$843 ,53
2071,1/4/2023,Masters,Production Technician II,Active,Contract,Zone A,Full-Time,Production       ,Wireline Construction,Massachusetts,Female,White,Widowed,Fully Meets,3,2,1,5,Technical Skills,Internal,Incomplete,5,$736 ,46
2072,7/8/2023,Bachelors,Production Technician II,Active,Contract,Zone A,Temporary,Production       ,Project Management - Con,Massachusetts,Female,White,Single,Fully Meets,3,5,4,1,Customer Service,Internal,Passed,5,$974 ,43
2073,3/3/2023,Masters,Production Technician II,Active,Part-Time,Zone B,Full-Time,Production       ,Field Operations,Massachusetts,Female,Hispanic,Single,Fully Meets,3,1,2,2,Project Management,Internal,Incomplete,3,$761 ,67
2074,8/19/2019,Bachelors,Production Technician II,Active,Part-Time,Zone B,Full-Time,Production       ,Field Operations,Massachusetts,Female,Hispanic,Widowed,Fully Meets,3,3,2,4,Project Management,Internal,Passed,5,$641 ,52
2075,10/30/2018,Post Graduate,Production Technician I,Active,Contract,Zone A,Full-Time,Production       ,Project Management - Con,Massachusetts,Female,Other,Married,Fully Meets,3,4,5,2,Customer Service,External,Incomplete,5,$807 ,42
2076,12/7/2021,Post Graduate,Production Technician I,Active,Full-Time,Zone A,Full-Time,Production       ,Field Operations,Massachusetts,Female,Black,Divorced,Fully Meets,3,5,5,1,Communication Skills,Internal,Completed,3,$350 ,78
2077,11/18/2020,Diplomas,Production Technician I,Active,Full-Time,Zone A,Temporary,Production       ,General - Con,Massachusetts,Female,Asian,Married,Fully Meets,3,4,1,1,Communication Skills,Internal,Completed,4,$448 ,77
2078,9/26/2018,Diplomas,Production Technician I,Terminated,Full-Time,Zone B,Temporary,Production       ,Field Operations,Massachusetts,Female,White,Single,Fully Meets,3,5,5,2,Communication Skills,Internal,Incomplete,5,$738 ,32
2079,6/19/2022,Doctorate,Production Technician I,Active,Part-Time,Zone B,Part-Time,Production       ,General - Con,Massachusetts,Female,White,Married,Fully Meets,3,4,2,3,Leadership Development,External,Completed,4,$445 ,66
2080,9/15/2022,Diplomas,Production Technician I,Active,Contract,Zone B,Temporary,Production       ,Catv,Massachusetts,Female,Other,Married,Fully Meets,3,4,1,4,Project Management,External,Failed,1,$605 ,62
2081,5/9/2020,Bachelors,Production Technician I,Active,Part-Time,Zone A,Temporary,Production       ,Engineers,Massachusetts,Female,Asian,Married,Fully Meets,3,1,1,4,Customer Service,External,Failed,4,$744 ,32
2082,2/17/2021,Masters,Production Technician I,Active,Contract,Zone C,Temporary,Production       ,Field Operations,Massachusetts,Male,Black,Single,Fully Meets,3,4,2,4,Customer Service,External,Incomplete,1,$231 ,60
2083,4/12/2020,Masters,Production Technician I,Active,Contract,Zone C,Temporary,Production       ,Engineers,Massachusetts,Female,Hispanic,Divorced,Fully Meets,3,2,2,4,Project Management,External,Incomplete,5,$569 ,39
2084,3/30/2021,Diplomas,Production Technician I,Active,Contract,Zone B,Full-Time,Production       ,Sales & Marketing,Massachusetts,Female,Hispanic,Divorced,Fully Meets,3,3,2,2,Project Management,External,Passed,1,$678 ,50
2085,5/5/2019,Diplomas,Production Technician I,Active,Contract,Zone C,Full-Time,Production       ,Engineers,Massachusetts,Female,Asian,Married,Fully Meets,3,3,4,4,Project Management,External,Incomplete,1,$963 ,20
2086,5/31/2021,Post Graduate,Production Technician I,Active,Contract,Zone A,Part-Time,Production       ,General - Con,Massachusetts,Female,Asian,Divorced,Fully Meets,3,5,4,3,Communication Skills,External,Completed,3,$489 ,43
2087,11/21/2019,Masters,Production Technician I,Active,Part-Time,Zone A,Full-Time,Production       ,Field Operations,Massachusetts,Female,Black,Widowed,Fully Meets,3,4,4,1,Leadership Development,Internal,Completed,3,$451 ,60
2088,7/19/2019,Doctorate,Production Technician I,Active,Contract,Zone B,Full-Time,Production       ,Yard (Material Handling),Massachusetts,Female,White,Divorced,Fully Meets,3,2,1,2,Communication Skills,External,Completed,3,$408 ,59
2089,12/29/2018,Masters,Production Technician I,Active,Contract,Zone C,Part-Time,Production       ,Technology / It,Massachusetts,Female,White,Married,Fully Meets,3,5,3,3,Communication Skills,Internal,Completed,2,$423 ,52
2090,1/12/2023,Doctorate,Production Technician II,Active,Part-Time,Zone B,Full-Time,Production       ,General - Sga,Massachusetts,Female,Asian,Divorced,Fully Meets,3,3,4,3,Leadership Development,Internal,Incomplete,1,$190 ,81
2091,11/25/2022,Diplomas,Production Technician II,Active,Contract,Zone C,Part-Time,Production       ,Field Operations,Massachusetts,Female,Black,Single,Fully Meets,3,3,1,1,Leadership Development,Internal,Incomplete,3,$103 ,23
2092,11/13/2019,Masters,Production Technician II,Active,Part-Time,Zone C,Full-Time,Production       ,Field Operations,Massachusetts,Female,Asian,Widowed,Fully Meets,3,1,2,3,Communication Skills,External,Completed,5,$246 ,32
2093,9/8/2020,Bachelors,Production Technician II,Active,Contract,Zone A,Temporary,Production       ,General - Con,Massachusetts,Female,Hispanic,Married,Fully Meets,3,2,3,1,Leadership Development,External,Failed,5,$629 ,72
2094,6/16/2019,Doctorate,Production Technician II,Active,Part-Time,Zone C,Part-Time,Production       ,Field Operations,Massachusetts,Female,Black,Married,Fully Meets,3,2,5,5,Leadership Development,Internal,Passed,4,$739 ,55
2095,7/14/2023,Bachelors,Production Technician II,Active,Full-Time,Zone A,Full-Time,Production       ,Project Management - Con,Massachusetts,Female,Other,Divorced,Fully Meets,3,5,3,1,Leadership Development,Internal,Passed,3,$773 ,26
2096,7/18/2023,Bachelors,Production Technician II,Active,Contract,Zone C,Full-Time,Production       ,Field Operations,Massachusetts,Female,Black,Single,Fully Meets,3,3,4,4,Communication Skills,External,Completed,3,$839 ,38
2097,12/6/2018,Doctorate,Production Technician II,Active,Part-Time,Zone C,Full-Time,Production       ,Aerial,Massachusetts,Female,Black,Widowed,PIP,2,2,1,4,Technical Skills,External,Incomplete,3,$427 ,54
2098,7/15/2020,Diplomas,Production Technician II,Active,Part-Time,Zone B,Temporary,Production       ,Catv,Massachusetts,Female,Other,Divorced,PIP,5,2,4,1,Project Management,External,Incomplete,2,$254 ,70
2099,10/30/2018,Post Graduate,Production Technician I,Active,Full-Time,Zone B,Part-Time,Production       ,General - Sga,Massachusetts,Female,Hispanic,Widowed,PIP,4,1,4,5,Customer Service,External,Completed,2,$829 ,49
2100,9/13/2022,Bachelors,Production Technician I,Active,Contract,Zone A,Temporary,Production       ,Aerial,Massachusetts,Female,Other,Divorced,Exceeds,4,1,1,1,Communication Skills,External,Incomplete,2,$710 ,78
2101,12/28/2022,Doctorate,Production Technician I,Terminated,Full-Time,Zone B,Temporary,Production       ,Fielders,Massachusetts,Female,Hispanic,Married,PIP,5,4,4,2,Leadership Development,External,Completed,1,$752 ,58
2102,3/24/2023,Doctorate,Production Technician I,Active,Part-Time,Zone B,Part-Time,Production       ,Field Operations,Massachusetts,Female,Asian,Single,Exceeds,2,1,1,3,Communication Skills,Internal,Passed,1,$599 ,57
2103,10/2/2020,Post Graduate,Production Technician I,Active,Contract,Zone A,Full-Time,Production       ,Field Operations,Massachusetts,Female,Asian,Widowed,Exceeds,5,1,4,5,Technical Skills,Internal,Incomplete,3,$958 ,34
2104,9/14/2020,Diplomas,Production Technician I,Active,Contract,Zone A,Temporary,Production       ,Field Operations,Massachusetts,Female,Hispanic,Widowed,Exceeds,2,1,4,3,Technical Skills,External,Completed,5,$200 ,71
2105,1/19/2020,Post Graduate,Production Technician I,Active,Part-Time,Zone C,Part-Time,Production       ,General - Sga,Massachusetts,Female,Hispanic,Single,Needs Improvement,4,3,4,2,Technical Skills,External,Completed,3,$365 ,60
2106,4/14/2019,Masters,Production Technician I,Active,Contract,Zone C,Temporary,Production       ,Wireline Construction,Massachusetts,Male,White,Widowed,Exceeds,2,5,5,1,Customer Service,Internal,Passed,4,$782 ,57
2107,6/2/2023,Masters,Production Technician I,Active,Contract,Zone B,Temporary,Production       ,Field Operations,Massachusetts,Female,Hispanic,Widowed,Exceeds,1,4,1,1,Communication Skills,External,Passed,1,$669 ,80
2108,5/9/2022,Masters,Production Technician I,Terminated,Part-Time,Zone A,Temporary,Production       ,Field Operations,Massachusetts,Female,White,Widowed,Needs Improvement,2,1,2,4,Customer Service,Internal,Completed,5,$804 ,44
2109,2/23/2021,Post Graduate,Production Technician I,Active,Part-Time,Zone C,Part-Time,Production       ,Field Operations,Massachusetts,Female,Other,Divorced,Exceeds,5,3,3,5,Project Management,External,Failed,3,$870 ,33
2110,6/4/2021,Diplomas,Production Technician I,Active,Contract,Zone C,Temporary,Production       ,General - Sga,Massachusetts,Female,Black,Single,Exceeds,4,1,4,2,Communication Skills,Internal,Passed,4,$400 ,73
2111,3/29/2022,Post Graduate,Production Technician I,Active,Full-Time,Zone A,Temporary,Production       ,General - Con,Massachusetts,Female,Asian,Single,Needs Improvement,5,2,3,1,Customer Service,Internal,Passed,4,$470 ,65
2112,7/30/2019,Post Graduate,Production Technician I,Active,Part-Time,Zone B,Temporary,Production       ,Engineers,Massachusetts,Female,Other,Widowed,Exceeds,4,4,3,1,Customer Service,External,Failed,2,$157 ,76
2113,7/9/2020,Diplomas,Production Technician I,Active,Part-Time,Zone B,Full-Time,Production       ,General - Con,Massachusetts,Female,White,Widowed,Exceeds,2,5,1,5,Project Management,Internal,Passed,2,$395 ,76
2114,8/24/2019,Bachelors,Production Technician II,Active,Contract,Zone C,Part-Time,Production       ,Engineers,Massachusetts,Female,White,Single,Exceeds,4,5,4,1,Communication Skills,External,Completed,2,$327 ,27
2115,4/15/2019,Bachelors,Production Technician II,Active,Contract,Zone A,Part-Time,Production       ,Billable Consultants,Massachusetts,Female,Asian,Married,Exceeds,2,5,2,1,Leadership Development,Internal,Incomplete,5,$753 ,41
2116,8/21/2021,Post Graduate,Production Technician II,Active,Part-Time,Zone C,Full-Time,Production       ,Engineers,Massachusetts,Female,Black,Divorced,Needs Improvement,4,1,4,2,Leadership Development,Internal,Completed,2,$991 ,75
2117,6/22/2020,Masters,Production Technician II,Active,Full-Time,Zone B,Full-Time,Production       ,Field Operations,Massachusetts,Female,Hispanic,Divorced,Exceeds,2,2,3,2,Customer Service,External,Incomplete,4,$532 ,27
2118,1/28/2020,Masters,Production Technician II,Active,Part-Time,Zone C,Temporary,Production       ,Project Management - Eng,Massachusetts,Female,White,Widowed,Exceeds,5,3,2,4,Leadership Development,Internal,Completed,3,$384 ,20
2119,3/29/2019,Post Graduate,Production Technician II,Active,Part-Time,Zone A,Temporary,Production       ,General - Con,Massachusetts,Female,White,Married,Exceeds,5,1,2,3,Technical Skills,External,Passed,5,$803 ,78
2120,10/5/2018,Diplomas,Production Technician II,Active,Contract,Zone C,Full-Time,Production       ,Wireline Construction,Massachusetts,Female,Asian,Divorced,Needs Improvement,2,4,4,1,Project Management,External,Incomplete,1,$132 ,51
2121,8/20/2020,Bachelors,Production Technician II,Active,Part-Time,Zone A,Full-Time,Production       ,Splicing,Massachusetts,Female,Asian,Married,Exceeds,5,4,1,3,Project Management,Internal,Passed,2,$459 ,22
2122,6/11/2021,Doctorate,Production Technician I,Active,Full-Time,Zone C,Temporary,Production       ,General - Con,Massachusetts,Female,Asian,Married,Needs Improvement,5,3,3,2,Technical Skills,External,Passed,1,$949 ,46
2123,9/10/2021,Doctorate,Production Technician I,Active,Contract,Zone B,Temporary,Production       ,Catv,Massachusetts,Female,White,Widowed,Exceeds,2,3,5,3,Project Management,External,Failed,4,$170 ,42
2124,2/21/2023,Bachelors,Production Technician I,Terminated,Contract,Zone B,Temporary,Production       ,Wireline Construction,Massachusetts,Female,White,Single,Exceeds,2,4,1,5,Leadership Development,Internal,Completed,2,$238 ,73
2125,8/9/2019,Bachelors,Production Technician I,Active,Full-Time,Zone B,Part-Time,Production       ,Engineers,Massachusetts,Female,White,Divorced,Exceeds,4,4,5,3,Communication Skills,External,Incomplete,2,$487 ,18
2126,3/8/2021,Bachelors,Production Technician I,Active,Part-Time,Zone C,Temporary,Production       ,Technology / It,Massachusetts,Female,Black,Married,PIP,1,3,4,4,Communication Skills,External,Failed,2,$693 ,52
2127,7/20/2019,Doctorate,Production Technician I,Active,Contract,Zone A,Part-Time,Production       ,Field Operations,Massachusetts,Female,Black,Single,Needs Improvement,4,2,2,3,Leadership Development,Internal,Passed,5,$120 ,66
2128,3/27/2023,Bachelors,Production Technician I,Active,Full-Time,Zone A,Temporary,Production       ,Field Operations,Massachusetts,Female,Black,Widowed,Needs Improvement,2,1,3,1,Project Management,External,Passed,2,$168 ,68
2129,10/7/2019,Diplomas,Production Technician I,Active,Part-Time,Zone B,Temporary,Production       ,Field Operations,Massachusetts,Male,Other,Divorced,Needs Improvement,2,5,5,2,Communication Skills,External,Incomplete,4,$952 ,31
2130,12/13/2022,Doctorate,Production Technician I,Active,Contract,Zone C,Part-Time,Production       ,Field Operations,Massachusetts,Female,Other,Married,Needs Improvement,1,3,5,2,Project Management,Internal,Completed,4,$444 ,49
2131,6/6/2020,Doctorate,Production Technician I,Terminated,Part-Time,Zone C,Part-Time,Production       ,Field Operations,Massachusetts,Female,Black,Widowed,Needs Improvement,4,1,2,1,Project Management,Internal,Passed,5,$592 ,69
2132,4/25/2022,Post Graduate,Production Technician I,Active,Full-Time,Zone A,Full-Time,Production       ,Fielders,Massachusetts,Female,Other,Widowed,Needs Improvement,2,2,3,3,Communication Skills,Internal,Passed,5,$937 ,58
2133,7/28/2020,Diplomas,Production Technician I,Active,Contract,Zone A,Full-Time,Production       ,Field Operations,Massachusetts,Female,Black,Single,PIP,1,2,3,2,Technical Skills,External,Passed,4,$797 ,46
2134,2/28/2022,Diplomas,Production Technician I,Active,Part-Time,Zone B,Temporary,Production       ,Aerial,Massachusetts,Female,Hispanic,Widowed,Exceeds,2,4,2,5,Technical Skills,Internal,Completed,1,$421 ,21
2135,10/25/2021,Diplomas,Production Technician I,Active,Contract,Zone A,Part-Time,Production       ,Engineers,Massachusetts,Female,Asian,Married,Exceeds,2,2,2,4,Technical Skills,Internal,Completed,5,$218 ,66
2136,9/12/2018,Diplomas,Production Technician I,Active,Part-Time,Zone A,Part-Time,Production       ,Underground,Massachusetts,Female,Other,Divorced,Exceeds,1,2,2,2,Communication Skills,Internal,Incomplete,1,$659 ,27
2138,11/4/2021,Doctorate,Production Technician II,Active,Contract,Zone C,Temporary,Production       ,Project Management - Con,Massachusetts,Female,Hispanic,Divorced,Exceeds,2,1,5,2,Project Management,Internal,Completed,3,$282 ,55
2139,5/5/2020,Diplomas,Production Technician II,Active,Part-Time,Zone B,Full-Time,Production       ,Aerial,Massachusetts,Female,White,Widowed,Exceeds,2,1,4,4,Technical Skills,Internal,Passed,2,$935 ,52
2140,12/8/2020,Diplomas,Production Technician II,Active,Contract,Zone A,Part-Time,Production       ,Engineers,Massachusetts,Female,Black,Widowed,Exceeds,2,4,5,4,Project Management,External,Completed,3,$265 ,51
2141,9/29/2018,Diplomas,Production Technician II,Active,Contract,Zone C,Full-Time,Production       ,Aerial,Massachusetts,Female,Hispanic,Married,Exceeds,2,2,3,3,Customer Service,Internal,Completed,1,$620 ,72
2142,1/9/2020,Doctorate,Production Technician II,Active,Contract,Zone A,Temporary,Production       ,Engineers,Massachusetts,Female,Other,Widowed,Exceeds,2,2,5,1,Leadership Development,Internal,Failed,3,$249 ,55
2144,8/25/2022,Bachelors,Production Technician II,Active,Full-Time,Zone B,Temporary,Production       ,Field Operations,Massachusetts,Female,Hispanic,Divorced,Exceeds,2,2,5,4,Communication Skills,Internal,Completed,4,$474 ,24
2145,2/27/2019,Masters,Production Technician II,Active,Full-Time,Zone A,Full-Time,Production       ,General - Sga,Massachusetts,Female,Other,Divorced,Exceeds,1,3,3,5,Project Management,External,Failed,4,$252 ,30
2146,12/25/2019,Masters,Production Technician I,Terminated,Full-Time,Zone A,Temporary,Production       ,Splicing,Massachusetts,Female,Other,Divorced,Exceeds,2,3,1,1,Leadership Development,External,Completed,1,$387 ,76
2147,8/14/2020,Post Graduate,Production Technician I,Active,Contract,Zone B,Temporary,Production       ,Aerial,Massachusetts,Female,Hispanic,Divorced,Exceeds,4,2,1,2,Technical Skills,External,Passed,3,$535 ,39
2148,7/30/2021,Diplomas,Production Technician I,Active,Full-Time,Zone A,Full-Time,Production       ,Splicing,Massachusetts,Female,Black,Widowed,Exceeds,5,1,1,2,Communication Skills,Internal,Passed,1,$410 ,72
2149,5/2/2021,Bachelors,Production Technician I,Terminated,Full-Time,Zone A,Temporary,Production       ,Project Management - Con,Massachusetts,Female,White,Single,Exceeds,5,5,3,5,Technical Skills,Internal,Failed,2,$748 ,24
2150,1/21/2023,Bachelors,Production Technician I,Active,Full-Time,Zone B,Full-Time,Production       ,Splicing,Massachusetts,Female,Asian,Widowed,Exceeds,5,2,1,1,Project Management,External,Incomplete,3,$794 ,52
2151,1/20/2021,Diplomas,Production Technician I,Active,Contract,Zone B,Temporary,Production       ,Fielders,Massachusetts,Female,Hispanic,Married,Exceeds,1,4,4,4,Leadership Development,External,Failed,3,$846 ,71
2152,10/7/2020,Diplomas,Production Technician I,Active,Part-Time,Zone C,Temporary,Production       ,Engineers,Massachusetts,Female,White,Widowed,Exceeds,2,3,1,4,Communication Skills,External,Completed,4,$607 ,64
2153,6/15/2019,Masters,Production Technician I,Active,Contract,Zone C,Part-Time,Production       ,Project Management - Con,Massachusetts,Female,Other,Married,Exceeds,4,3,5,3,Customer Service,Internal,Completed,2,$190 ,75
2154,4/28/2022,Doctorate,Production Technician I,Active,Part-Time,Zone A,Temporary,Production       ,Field Operations,Massachusetts,Male,Other,Married,Exceeds,4,1,3,2,Project Management,External,Failed,4,$795 ,47
2155,6/29/2019,Doctorate,Production Technician I,Terminated,Part-Time,Zone B,Full-Time,Production       ,Finance & Accounting,Massachusetts,Female,Other,Single,Exceeds,4,1,2,4,Customer Service,Internal,Passed,1,$973 ,77
2156,9/11/2018,Post Graduate,Production Technician I,Active,Part-Time,Zone B,Temporary,Production       ,Executive,Massachusetts,Female,Black,Widowed,Exceeds,3,5,1,3,Customer Service,Internal,Failed,2,$763 ,29
2157,5/15/2020,Diplomas,Production Technician I,Active,Contract,Zone A,Full-Time,Production       ,General - Sga,Massachusetts,Female,Asian,Married,Exceeds,4,4,2,5,Leadership Development,Internal,Incomplete,1,$153 ,70
2158,2/23/2023,Post Graduate,Production Technician I,Active,Full-Time,Zone B,Full-Time,Production       ,Field Operations,Massachusetts,Female,White,Married,Exceeds,3,2,4,3,Communication Skills,External,Failed,1,$989 ,61
2159,3/23/2021,Masters,Production Technician I,Active,Full-Time,Zone C,Temporary,Production       ,Aerial,Massachusetts,Female,White,Widowed,Exceeds,5,1,1,1,Customer Service,External,Completed,3,$834 ,38
2160,11/7/2022,Doctorate,Production Technician I,Active,Full-Time,Zone A,Part-Time,Production       ,General - Con,Massachusetts,Female,Other,Married,Exceeds,3,1,1,5,Customer Service,Internal,Completed,5,$330 ,34
2161,5/19/2021,Masters,Production Technician I,Active,Contract,Zone C,Full-Time,Production       ,Project Management - Con,Massachusetts,Female,Asian,Single,Exceeds,3,1,4,3,Communication Skills,Internal,Completed,1,$443 ,70
2162,1/2/2021,Doctorate,Production Technician II,Active,Full-Time,Zone B,Temporary,Production       ,Project Management - Con,Massachusetts,Female,Asian,Married,Exceeds,3,3,5,4,Project Management,External,Incomplete,5,$137 ,51
2163,3/26/2019,Bachelors,Production Technician II,Active,Contract,Zone B,Full-Time,Production       ,General - Sga,Massachusetts,Female,White,Married,Exceeds,1,5,5,4,Communication Skills,Internal,Failed,3,$665 ,53
2164,9/28/2020,Post Graduate,Production Technician II,Active,Part-Time,Zone C,Full-Time,Production       ,General - Eng,Massachusetts,Female,Black,Divorced,Exceeds,3,3,1,3,Technical Skills,Internal,Incomplete,2,$979 ,70
2165,3/16/2019,Post Graduate,Production Technician II,Active,Contract,Zone C,Full-Time,Production       ,Field Operations,Massachusetts,Female,Asian,Divorced,Exceeds,3,5,3,3,Project Management,External,Failed,4,$653 ,71
2166,3/20/2019,Bachelors,Production Technician II,Active,Contract,Zone B,Part-Time,Production       ,Field Operations,Massachusetts,Female,Asian,Widowed,Exceeds,3,2,2,1,Technical Skills,External,Passed,2,$954 ,22
2168,8/8/2018,Doctorate,Production Technician II,Active,Part-Time,Zone B,Full-Time,Production       ,Field Operations,Massachusetts,Female,Black,Divorced,Exceeds,3,5,1,4,Customer Service,Internal,Incomplete,2,$852 ,23
2169,7/4/2020,Doctorate,Production Technician II,Active,Full-Time,Zone A,Full-Time,Production       ,General - Con,Massachusetts,Female,Black,Widowed,Exceeds,3,5,2,4,Customer Service,External,Failed,1,$200 ,25
2170,1/29/2023,Bachelors,Production Technician I,Active,Full-Time,Zone C,Part-Time,Production       ,Wireline Construction,Massachusetts,Female,Black,Widowed,Exceeds,3,1,5,2,Leadership Development,External,Completed,2,$347 ,73
2171,8/9/2021,Diplomas,Production Technician I,Active,Full-Time,Zone A,Part-Time,Production       ,Executive,Massachusetts,Female,Hispanic,Married,Exceeds,3,1,3,2,Communication Skills,External,Passed,3,$243 ,29
2172,5/16/2021,Diplomas,Production Technician I,Terminated,Part-Time,Zone C,Temporary,Production       ,Field Operations,Massachusetts,Female,Other,Single,Exceeds,3,2,4,1,Project Management,External,Incomplete,2,$198 ,27
2173,8/14/2021,Diplomas,Production Technician I,Terminated,Contract,Zone A,Part-Time,Production       ,Engineers,Massachusetts,Female,Asian,Divorced,Exceeds,3,1,4,3,Technical Skills,External,Completed,5,$373 ,34
2174,2/8/2022,Doctorate,Production Technician I,Active,Full-Time,Zone B,Temporary,Production       ,General - Eng,Massachusetts,Female,Black,Married,Exceeds,3,1,1,5,Technical Skills,External,Incomplete,2,$446 ,52
2175,12/16/2019,Post Graduate,Production Technician I,Active,Contract,Zone C,Temporary,Production       ,Field Operations,Massachusetts,Female,Hispanic,Widowed,Exceeds,2,1,3,3,Communication Skills,External,Completed,2,$513 ,32
2176,10/7/2021,Diplomas,Production Technician I,Active,Full-Time,Zone B,Full-Time,Production       ,Field Operations,Massachusetts,Female,Asian,Married,Exceeds,2,2,1,1,Communication Skills,External,Completed,5,$358 ,33
2177,12/23/2020,Post Graduate,Production Technician I,Active,Full-Time,Zone A,Full-Time,Production       ,Catv,Massachusetts,Male,Asian,Single,PIP,4,4,2,1,Customer Service,External,Passed,4,$617 ,69
2178,11/1/2022,Doctorate,Production Technician I,Active,Contract,Zone B,Part-Time,Production       ,Fielders,Massachusetts,Female,Hispanic,Married,PIP,4,4,1,5,Communication Skills,Internal,Completed,5,$369 ,32
2179,10/28/2022,Post Graduate,Production Technician I,Terminated,Contract,Zone B,Full-Time,Production       ,Project Management - Con,Massachusetts,Female,Black,Widowed,PIP,4,1,3,1,Leadership Development,External,Passed,4,$938 ,26
2180,11/3/2018,Doctorate,Production Technician I,Active,Full-Time,Zone A,Full-Time,Production       ,Field Operations,Massachusetts,Female,Hispanic,Widowed,PIP,5,4,4,4,Technical Skills,External,Incomplete,4,$706 ,38
2181,3/5/2019,Masters,Production Technician I,Active,Contract,Zone A,Temporary,Production       ,Field Operations,Massachusetts,Female,Black,Single,PIP,5,2,1,4,Communication Skills,Internal,Incomplete,2,$543 ,28
2182,3/14/2021,Post Graduate,Production Technician I,Active,Full-Time,Zone A,Part-Time,Production       ,General - Eng,Massachusetts,Female,Black,Widowed,Exceeds,4,1,1,2,Communication Skills,External,Completed,2,$105 ,29
2183,12/13/2018,Masters,Production Technician I,Active,Contract,Zone C,Full-Time,Production       ,Finance & Accounting,Massachusetts,Female,White,Divorced,Exceeds,5,4,4,2,Communication Skills,External,Completed,3,$287 ,69
2184,9/5/2021,Diplomas,Production Technician I,Active,Full-Time,Zone C,Part-Time,Production       ,Aerial,Massachusetts,Female,Other,Divorced,Exceeds,2,2,4,4,Communication Skills,External,Failed,3,$661 ,37
2185,5/17/2020,Bachelors,Production Technician II,Terminated,Contract,Zone A,Full-Time,Production       ,Aerial,Massachusetts,Female,Asian,Single,Exceeds,5,4,5,5,Customer Service,Internal,Incomplete,5,$221 ,61
2186,3/3/2023,Diplomas,Production Technician II,Active,Part-Time,Zone A,Temporary,Production       ,Field Operations,Massachusetts,Male,Hispanic,Married,Exceeds,1,4,1,1,Leadership Development,External,Failed,5,$748 ,26
2187,2/28/2020,Doctorate,Production Technician II,Active,Part-Time,Zone B,Full-Time,Production       ,Engineers,Massachusetts,Female,Hispanic,Married,Exceeds,5,2,1,5,Communication Skills,Internal,Completed,1,$576 ,22
